"ReportingAreaName","ReportingAreaState","ReportingAreaID","ReportingAreaLat","ReportingAreaLong","SiteID","SiteName","SiteAgencyName","SiteLat","SiteLong"
"C San Bernardino","CA","ca166",34.113,-117.371,"060719004","San Bernadino - 4th Street","South Coast AQMD",34.106678,-117.274063
"C San Bernardino M","CA","ca170",34.2413,-117.2755,"060710005","Crestline - Lake Gregory","South Coast AQMD",34.243132,-117.272275
"Cairo","  ","ds068",30.041,31.233,"818EGY010001","Cairo","U.S. Department of State Egypt - Cairo",30.04147,31.23289
"Calaveras County","CA","ca268",38.2019,-120.6803,"060090001","San Andreas","Calaveras County Air Pollution Control District",38.20185,-120.680277
"Caldwell County","NC","nc026",35.953,-81.5466,"370350004","HICKORY","North Carolina DEQ - Division of Air Quality",35.728889,-81.365556
"Caldwell County","NC","nc026",35.953,-81.5466,"370270003","LENOIR","North Carolina DEQ - Division of Air Quality",35.9359,-81.5306
"Calexico","CA","ca252",32.6761,-115.4833,"060250005","Calexico - Ethel Street","Imperial County Air Pollution Control District",32.67618,-115.48307
"Canton and Massillon","OH","oh007",40.7949,-81.4576,"391514005","Alliance","City of Canton",40.931398,-81.123519
"Canton and Massillon","OH","oh007",40.7949,-81.4576,"391510022","Brewster","City of Canton",40.712778,-81.598333
"Canton and Massillon","OH","oh007",40.7949,-81.4576,"391510020","Canton","City of Canton",40.800717,-81.373
"Canton and Massillon","OH","oh007",40.7949,-81.4576,"391510016","Malone Univ","City of Canton",40.828052,-81.378333
"Canyonlands National Park","UT","ut009",38.4583,-109.8211,"490370101","Canyonlands NP","National Park Service",38.4583,-109.8211
"Capistrano Vly","CA","ca153",33.5493,-117.5715,"060592022","Mission Viejo","South Coast AQMD",33.629991,-117.675875
"Carlsbad","NM","nm005",32.38,-104.2622,"350151005","Carlsbad","New Mexico Air Quality Bureau",32.38,-104.2622
"Carlsbad","NM","nm005",32.38,-104.2622,"840350150010","Carlsbad Caverns - Biology Building","New Mexico Air Quality Bureau",32.1781,-104.4433
"Carmel Valley","CA","ca206",36.4833,-121.7319,"060530002","Carmel Valley AMS","Monterey Bay Unified APCD",36.48187,-121.73333
"Carpinteria","CA","ca208",34.4027,-119.4575,"060831021","Carpinteria","Santa Barbara County Air Pollution Control District",34.402802,-119.457497
"Carrizo Plains","CA","ca187",35.32,-120,"060798006","Carrizo","San Luis Obispo County APCD",35.35474,-120.04013
"Carson City","NV","nv004",39.1448,-119.7664,"325100020","CC_Armory","Nevada Division of Environmental Protection",39.144804,-119.766409
"Carteret County","NC","nc028",34.8273,-76.6551,"370319991","Beaufort","North Carolina DEQ - Division of Air Quality",34.8848,-76.6203
"Carteret County","NC","nc028",34.8273,-76.6551,"371470006","PITTAGCT","North Carolina DEQ - Division of Air Quality",35.641276,-77.360126
"Casa Grande","AZ","az008",32.8775,-111.8522,"040213003","C GRANDE","Pinal County Air Quality Control District",32.9544,-111.7622
"Casa Grande","AZ","az008",32.8775,-111.8522,"040210001","Casa Grande Downtown","Pinal County Air Quality Control District",32.877583,-111.752222
"Cascade foothills of east King-Pierce counties","WA","wa016",47.1411,-121.9367,"530330023","Enumclaw Mud Mt (SO)","Puget Sound Clean Air Agency",47.141102,-121.937897
"Cascade foothills of east King-Pierce counties","WA","wa016",47.1411,-121.9367,"530330010","Issaquah-Lake Sammamish (SOS)","Puget Sound Clean Air Agency",47.552502,-122.064697
"Cascade foothills of east King-Pierce counties","WA","wa016",47.1411,-121.9367,"530530012","Mt Rainier- Jackson  Visitor Ctr","Puget Sound Clean Air Agency",46.7841,-121.740303
"Cascade foothills of King County","WA","wa002",47.4902,-121.7727,"530330017","North Bend-North Bend Way (SO)","Washington Department of Ecology",47.4902,-121.772697
"Casper","WY","wy005",42.82,-106.37,"560250100","Casper Gaseous","Wyoming Department of Environmental Quality",42.82231,-106.36501
"Catano","PR","pr002",18.4284,-66.1417,"720330004","Cataño 40","Puerto Rico Environmental Quality Board",18.428388,-66.141657
"Catawba County","NC","nc006",35.739,-81.326,"370350004","HICKORY","North Carolina DEQ - Division of Air Quality",35.728889,-81.365556
"Catawba County","NC","nc006",35.739,-81.326,"370270003","LENOIR","North Carolina DEQ - Division of Air Quality",35.9359,-81.5306
"Catawba Indian Nation","SC","sc008",34.9126,-80.8743,"TT0328801","Catawba Indian Nation","Catawba Indian Nation",34.91263,-80.874283
"Cave Junction","OR","or014",42.1617,-123.6484,"410330036","Cave Junction Forest Service","Oregon Dept. of Environmental Quality",42.1617,-123.64835
"Central","NJ","nj025",40.401,-74.325,"340210005","Rider University","New Jersey Dept. of Environmental Protection",40.283092,-74.742645
"Central","NJ","nj025",40.401,-74.325,"340230011","Rutgers University","New Jersey Dept. of Environmental Protection",40.462181,-74.429436
"Central","NJ","nj025",40.401,-74.325,"840340210008","Trenton","New Jersey Dept. of Environmental Protection",40.222421,-74.763167
"Central","NJ","nj025",40.401,-74.325,"340219991","Wash. Crossing","New Jersey Dept. of Environmental Protection",40.3125,-74.8729
"Central Coastal","CA","ca152",33.5924,-117.7724,"060592022","Mission Viejo","South Coast AQMD",33.629991,-117.675875
"Central LA CO","CA","ca131",34.0663,-118.2266,"060371302","Compton","South Coast AQMD",33.9014,-118.205
"Central LA CO","CA","ca131",34.0663,-118.2266,"060371103","Los Angeles - N. Main Street","South Coast AQMD",34.066429,-118.226755
"Central LA CO","CA","ca131",34.0663,-118.2266,"060371201","Reseda","South Coast AQMD",34.1992,-118.5331
"Central LA CO","CA","ca131",34.0663,-118.2266,"060370113","West Los Angeles - VA Hospital","South Coast AQMD",34.051097,-118.456386
"Central Minnesota","MN","mn006",46.5444,-94.0916,"270353204","Brainerd","Minnesota Pollution Control Agency",46.3944,-94.1433
"Central Minnesota","MN","mn006",46.5444,-94.0916,"270213410","Leech Lake Nation: Cass Lake","Minnesota Pollution Control Agency",47.38443,-94.60166
"Central New York Region","NY","ny005",42.8049,-76.3589,"361099991","Connecticut Hill","New York Dept. of Environmental Conservation",42.4006,-76.6538
"Central New York Region","NY","ny005",42.8049,-76.3589,"360671015","E Syracuse","New York Dept. of Environmental Conservation",43.0528,-76.0597
"Central New York Region","NY","ny005",42.8049,-76.3589,"361010003","Pinnacle State Park","New York Dept. of Environmental Conservation",42.0972,-77.2103
"Central New York Region","NY","ny005",42.8049,-76.3589,"360652001","Utica","New York Dept. of Environmental Conservation",43.0994,-75.225
"Central Orange","CA","ca148",33.813,-117.964,"060590007","Anaheim","South Coast AQMD",33.830586,-117.938509
"Chaco Culture National Historical Park","NM","nm010",36.035,-107.9042,"350450020","Chaco Culture National Historical Park","National Park Service",36.035,-107.904167
"Champaign","IL","il012",40.1112,-88.2559,"170191001","BONDVILLE","Illinois EPA",40.052241,-88.372549
"Champaign","IL","il012",40.1112,-88.2559,"840170190006","Champaign","Illinois EPA",40.12306,-88.24017
"Champaign","IL","il012",40.1112,-88.2559,"170190007","THOMAS","Illinois EPA",40.244953,-88.188179
"Charleston","SC","sc006",32.8,-79.95,"450190046","Cape Romain","South Carolina DHEC",32.941002,-79.656998
"Charleston","WV","wv001",38.3458,-81.6283,"540390020","CHARLESTON","West Virginia Division of Air Quality",38.346258,-81.621161
"Charleston","SC","sc006",32.8,-79.95,"450190003","Jenkins Avenue","South Carolina DHEC",32.88229,-79.977539
"Charleston","SC","sc006",32.8,-79.95,"840450151002","Moncks Corner","South Carolina DHEC",33.183016,-80.030712
"Charlottesville","VA","va007",38.03,-78.48,"510030001","Albemarle HS","Virginia Dept. of Environmental Quality",38.07657,-78.50397
"Chattanooga","TN","tn006",35.0433,-85.31,"470654003","1A-Ozone","Tennessee Air Pollution Control Div.",35.102773,-85.162399
"Chattanooga","TN","tn006",35.0433,-85.31,"470651011","2A-Ozone","Tennessee Air Pollution Control Div.",35.233655,-85.181864
"Chattanooga","TN","tn006",35.0433,-85.31,"470654002","3A-PM2.5","Tennessee Air Pollution Control Div.",35.051006,-85.292867
"Chattanooga","TN","tn006",35.0433,-85.31,"840132950004","Rossville-Williams St","Tennessee Air Pollution Control Div.",34.9784,-85.2943
"Cheeka Peak","WA","wa044",48.3,-124.6263,"530090013","Cheeka Peak","Olympic Region Clean Air Agency",48.2867,-124.6203
"Chehalis","WA","wa019",46.6641,-122.9673,"530410004","Chehalis-Market Blvd","Washington Department of Ecology",46.664089,-122.967323
"Chelan","WA","wa042",47.8386,-120.0231,"530070007","Chelan-Woodin Ave","Washington Department of Ecology",47.83861,-120.02306
"Chelmsford","MA","ma024",42.5998,-71.3673,"250170009","Chelmsford","Massachusetts Dept. of Environmental Protection",42.6267,-71.3622
"Chelmsford","MA","ma024",42.5998,-71.3673,"840250170010","ChelmsfordNR","Massachusetts Dept. of Environmental Protection",42.612113,-71.307519
"Chelsea","MA","ma026",42.387,-71.026,"250250042","Boston - Roxbury","Massachusetts Dept. of Environmental Protection",42.329399,-71.082497
"Chelsea","MA","ma026",42.387,-71.026,"840250251004","Chelsea HP","Massachusetts Dept. of Environmental Protection",42.387222,-71.026111
"Chengdu","  ","ds035",30.6247,104.0684,"CD1010001","Chengdu","U.S. Department of State China - Chengdu",30.6247,104.068388
"Chennai","  ","ds002",13.0878,80.2785,"DS1010002","Chennai","U.S. Department of State India - Chennai",13.08784,80.278475
"Chester","CA","ca246",40.3019,-121.235,"060631007","Chester BAM","Northern Sierra AQMD",40.301899,-121.235001
"Cheyenne","WY","wy002",41.18,-104.78,"560210100","Cheyenne NCore","Wyoming Department of Environmental Quality",41.18222,-104.778336
"Chicago","IL","il001",41.964,-87.659,"170310076","CHI_COM","Illinois EPA",41.7547,-87.7136
"Chicago","IL","il001",41.964,-87.659,"170310057","CHI_SP","Illinois EPA",41.9136,-87.7239
"Chicago","IL","il001",41.964,-87.659,"170310032","CHI_SWFP","Illinois EPA",41.755798,-87.545303
"Chicago","IL","il001",41.964,-87.659,"170311003","CHI_TAFT","Illinois EPA",41.984402,-87.791901
"Chicago","IL","il001",41.964,-87.659,"170314002","CICERO","Illinois EPA",41.855301,-87.752502
"Chicago","IL","il001",41.964,-87.659,"170316005","Cicero Liberty","Illinois EPA",41.864329,-87.748826
"Chico","CA","ca192",39.7575,-121.8422,"060070008","Chico -  East","Butte County Air Quality Management District",39.76168,-121.84047
"Chiloquin","OR","or040",42.5776,-121.8661,"840410352040","Chiloquin","Oregon Dept. of Environmental Quality",42.541077,-121.921636
"Chiricahua National Park","AZ","az013",32.0092,-109.3891,"040038001","Chiricahua NM","National Park Service",32.009201,-109.389198
"Chisinau","  ","ds050",47.0218,28.8191,"498MLD010001","Chisinau","U.S. Department of State Moldova - Chisinau",47.021561,28.81938
"Cincinnati","OH","oh001",39.104,-84.523,"390250022","Batavia","Hamilton County Environmental Services",39.0828,-84.1441
"Cincinnati","OH","oh001",39.104,-84.523,"390610010","Colerain","Hamilton County Environmental Services",39.21494,-84.69086
"Cincinnati","OH","oh001",39.104,-84.523,"391650007","Lebanon","Hamilton County Environmental Services",39.42689,-84.20077
"Cincinnati","OH","oh001",39.104,-84.523,"390170018","Middletown Airport","Hamilton County Environmental Services",39.529481,-84.393364
"Cincinnati","OH","oh001",39.104,-84.523,"390610006","Sycamore","Hamilton County Environmental Services",39.2787,-84.36612
"Cincinnati","OH","oh001",39.104,-84.523,"390610040","Taft NCore PAMS","Hamilton County Environmental Services",39.12886,-84.50404
"Citrus County","FL","fl023",28.88,-82.52,"120830004","County Sheriff Impound","Florida Dept. of Environmental Protection",29.1928,-82.1733
"Citrus County","FL","fl023",28.88,-82.52,"120170006","Crystal River Preserve","Florida Dept. of Environmental Protection",28.958372,-82.643094
"Citrus County","FL","fl023",28.88,-82.52,"120830003","YMCA - Marion County","Florida Dept. of Environmental Protection",29.170799,-82.1008
"City of Maricopa","AZ","az005",33.0589,-112.0469,"040213016","Maricopa","Pinal County Air Quality Control District",33.06115,-112.05204
"City of North Miami","FL","fl012",25.895,-80.1858,"120110034","NCORE","City of North Miami",26.054047,-80.257608
"Clackamas","OR","or052",45.41,-122.57,"410050004","Portland - Spangler Road","Oregon Dept. of Environmental Quality",45.25928,-122.588151
"Clarkston","WA","wa020",46.4255,-117.0597,"530030004","Clarkston-13th St","Washington Department of Ecology",46.425598,-117.059799
"Clarksville-Montgomery County","TN","tn008",36.53,-87.36,"212219991","Cadiz","Tennessee Air Pollution Control Div.",36.7841,-87.8499
"Clarksville-Montgomery County","TN","tn008",36.53,-87.36,"840471252001","Clarksville","Tennessee Air Pollution Control Div.",36.611411,-87.384666
"Clarksville-Montgomery County","TN","tn008",36.53,-87.36,"210470006","Hopkinsville","Tennessee Air Pollution Control Div.",36.911667,-87.323608
"Cleveland","MS","ms008",33.744,-90.7248,"280110002","CLEVELAND","Mississippi DEQ",33.750833,-90.734167
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"390350064","Berea BOE","Northeast Ohio Areawide Coordinating Agency",41.36189,-81.864608
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"390071001","Conneaut","Northeast Ohio Areawide Coordinating Agency",41.959695,-80.572808
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"390350034","District 6","Northeast Ohio Areawide Coordinating Agency",41.55523,-81.575256
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"391530017","East HS","Northeast Ohio Areawide Coordinating Agency",41.063526,-81.468956
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"390850003","Eastlake","Northeast Ohio Areawide Coordinating Agency",41.673006,-81.422455
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"390350060","GT Craig NCore PAMS","Northeast Ohio Areawide Coordinating Agency",41.492191,-81.678552
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"391331001","Lake Rockwell","Northeast Ohio Areawide Coordinating Agency",41.182466,-81.330486
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"390355002","Mayfield","Northeast Ohio Areawide Coordinating Agency",41.537041,-81.458889
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"390550004","Notre Dame","Northeast Ohio Areawide Coordinating Agency",41.515051,-81.249906
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"390850007","Painesville","Northeast Ohio Areawide Coordinating Agency",41.726811,-81.242156
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"390930018","Sheffield","Northeast Ohio Areawide Coordinating Agency",41.420882,-82.095729
"Cleveland-Akron-Lorain","OH","oh002",41.0814,-81.519,"390350038","St Theodosius","Northeast Ohio Areawide Coordinating Agency",41.477011,-81.682383
"Clinton","IA","ia005",41.844,-90.189,"190450019","Clinton, Chancy Park","Iowa DNR",41.823101,-90.211899
"Clinton","IA","ia005",41.844,-90.189,"190450021","Clinton, Rainbow Park","Iowa DNR",41.875,-90.177498
"Coachella Vly","CA","ca162",33.7684,-116.375,"060655001","Palm Springs - Fire Station","South Coast AQMD",33.852605,-116.540965
"Coachella Vly","CA","ca162",33.7684,-116.375,"060652005","Saul Martinez","South Coast AQMD",33.572019,-116.063823
"Cody","WY","wy018",44.5263,-109.0565,"840560290001","Cody SLAMS","Wyoming Department of Environmental Quality",44.524642,-109.068507
"Coeur d'Alene","ID","id006",47.6822,-116.7653,"840160550015","Nursery Rd.","Idaho Department of Environmental Quality",47.715385,-116.827245
"Colfax","CA","ca240",39.1003,-120.9528,"060610004","Colfax","Sacramento Metro. AQMD",39.1003,-120.9528
"Colombo","  ","ds043",6.9094,79.8753,"CMB010001","Colombo","U.S. Department of State Sri Lanka - Colombo",6.909445,79.875341
"Colorado River Valley","CO","co008",39.497,-107.939,"080450012","Rifle Ozone","Colorado Department of Public Health and Environment",39.541801,-107.784103
"Colorado Springs","CO","co002",38.7789,-104.792,"080410017","Colorado College","Colorado Department of Public Health and Environment",38.848,-104.8286
"Colorado Springs","CO","co002",38.7789,-104.792,"080410013","Colorado Springs - USAF Academy","Colorado Department of Public Health and Environment",38.9583,-104.8167
"Colorado Springs","CO","co002",38.7789,-104.792,"080410016","Manitou Springs","Colorado Department of Public Health and Environment",38.853097,-104.901286
"Columbia","SC","sc001",34.039,-80.886,"450790021","Congaree Bluff","South Carolina DHEC",33.814701,-80.781097
"Columbia","MO","mo006",39.078,-92.3163,"290190011","Finger Lakes SP","Missouri Department of Natural Resources",39.07803,-92.316322
"Columbia","SC","sc001",34.039,-80.886,"450790007","Parklane","South Carolina DHEC",34.093899,-80.962196
